Row Labels,Sum of Total_Amount,,,Row Labels,Sum of Total_Amount,Sum of Customer_Rating,,Row Labels,Count of Total_Amount,,,Row Labels,Sum of Total_Amount
,,,,,,,,ORD_001362,,,,,
,,,,,,,,ORD_001363,,,,,
,,,,,,,,ORD_001364,,,,,
,,,,,,,,ORD_001365,,,,,
,,,,,,,,ORD_001366,,,,,
,,,,,,,,ORD_001367,,,,,
,,,,,,,,ORD_001368,,,,,
,,,,,,,,ORD_001369,,,,,
,,,,,,,,ORD_001370,,,,,
,,,,,,,,ORD_001371,,,,,
,,,,,,,,ORD_001372,,,,,
,,,,,,,,ORD_001373,,,,,
,,,,,,,,ORD_001374,,,,,
,,,,,,,,ORD_001375,,,,,
,,,,,,,,ORD_001376,,,,,
,,,,,,,,ORD_001377,,,,,
,,,,,,,,ORD_001378,,,,,
,,,,,,,,ORD_001379,,,,,
,,,,,,,,ORD_001380,,,,,
,,,,,,,,ORD_001381,,,,,
,,,,,,,,ORD_001382,,,,,
,,,,,,,,ORD_001383,,,,,
,,,,,,,,ORD_001384,,,,,
,,,,,,,,ORD_001385,,,,,
,,,,,,,,ORD_001386,,,,,
,,,,,,,,ORD_001387,,,,,
,,,,,,,,ORD_001388,,,,,
,,,,,,,,ORD_001389,,,,,
,,,,,,,,ORD_001390,,,,,
,,,,,,,,ORD_001391,,,,,
,,,,,,,,ORD_001392,,,,,
,,,,,,,,ORD_001393,,,,,
,,,,,,,,ORD_001394,,,,,
,,,,,,,,ORD_001395,,,,,
,,,,,,,,ORD_001396,,,,,
,,,,,,,,ORD_001397,,,,,
,,,,,,,,ORD_001398,,,,,
,,,,,,,,ORD_001399,,,,,
,,,,,,,,ORD_001400,,,,,
,,,,,,,,ORD_001401,,,,,
,,,,,,,,ORD_001402,,,,,
,,,,,,,,ORD_001403,,,,,
,,,,,,,,ORD_001404,,,,,
,,,,,,,,ORD_001405,,,,,
,,,,,,,,ORD_001406,,,,,
,,,,,,,,ORD_001407,,,,,
,,,,,,,,ORD_001408,,,,,
,,,,,,,,ORD_001409,,,,,
,,,,,,,,ORD_001410,,,,,
,,,,,,,,ORD_001411,,,,,
,,,,,,,,ORD_001412,,,,,
,,,,,,,,ORD_001413,,,,,
,,,,,,,,ORD_001414,,,,,
,,,,,,,,ORD_001415,,,,,
,,,,,,,,ORD_001416,,,,,
,,,,,,,,ORD_001417,,,,,
,,,,,,,,ORD_001418,,,,,
,,,,,,,,ORD_001419,,,,,
,,,,,,,,ORD_001420,,,,,
,,,,,,,,ORD_001421,,,,,
,,,,,,,,ORD_001422,,,,,
,,,,,,,,ORD_001423,,,,,
,,,,,,,,ORD_001424,,,,,
,,,,,,,,ORD_001425,,,,,
,,,,,,,,ORD_001426,,,,,
,,,,,,,,ORD_001427,,,,,
,,,,,,,,ORD_001428,,,,,
,,,,,,,,ORD_001429,,,,,
,,,,,,,,ORD_001430,,,,,
,,,,,,,,ORD_001431,,,,,
,,,,,,,,ORD_001432,,,,,
,,,,,,,,ORD_001433,,,,,
,,,,,,,,ORD_001434,,,,,
,,,,,,,,ORD_001435,,,,,
,,,,,,,,ORD_001436,,,,,
,,,,,,,,ORD_001437,,,,,
,,,,,,,,ORD_001438,,,,,
,,,,,,,,ORD_001439,,,,,
,,,,,,,,ORD_001440,,,,,
,,,,,,,,ORD_001441,,,,,
,,,,,,,,ORD_001442,,,,,
,,,,,,,,ORD_001443,,,,,
,,,,,,,,ORD_001444,,,,,
,,,,,,,,ORD_001445,,,,,
,,,,,,,,ORD_001446,,,,,
,,,,,,,,ORD_001447,,,,,
,,,,,,,,ORD_001448,,,,,
,,,,,,,,ORD_001449,,,,,
,,,,,,,,ORD_001450,,,,,
,,,,,,,,ORD_001451,,,,,
,,,,,,,,ORD_001452,,,,,
,,,,,,,,ORD_001453,,,,,
,,,,,,,,ORD_001454,,,,,
,,,,,,,,ORD_001455,,,,,
,,,,,,,,ORD_001456,,,,,
,,,,,,,,ORD_001457,,,,,
,,,,,,,,ORD_001458,,,,,
,,,,,,,,ORD_001459,,,,,
,,,,,,,,ORD_001460,,,,,
,,,,,,,,ORD_001461,,,,,
,,,,,,,,ORD_001462,,,,,
,,,,,,,,ORD_001463,,,,,
,,,,,,,,ORD_001464,,,,,
,,,,,,,,ORD_001465,,,,,
,,,,,,,,ORD_001466,,,,,
,,,,,,,,ORD_001467,,,,,
,,,,,,,,ORD_001468,,,,,
,,,,,,,,ORD_001469,,,,,
,,,,,,,,ORD_001470,,,,,
,,,,,,,,ORD_001471,,,,,
,,,,,,,,ORD_001472,,,,,
,,,,,,,,ORD_001473,,,,,
,,,,,,,,ORD_001474,,,,,
,,,,,,,,ORD_001475,,,,,
,,,,,,,,ORD_001476,,,,,
,,,,,,,,ORD_001477,,,,,
,,,,,,,,ORD_001478,,,,,
,,,,,,,,ORD_001479,,,,,
,,,,,,,,ORD_001480,,,,,
,,,,,,,,ORD_001481,,,,,
,,,,,,,,ORD_001482,,,,,
,,,,,,,,ORD_001483,,,,,
,,,,,,,,ORD_001484,,,,,
,,,,,,,,ORD_001485,,,,,
,,,,,,,,ORD_001486,,,,,
,,,,,,,,ORD_001487,,,,,
,,,,,,,,ORD_001488,,,,,
,,,,,,,,ORD_001489,,,,,
,,,,,,,,ORD_001490,,,,,
,,,,,,,,ORD_001491,,,,,
,,,,,,,,ORD_001492,,,,,
,,,,,,,,ORD_001493,,,,,
,,,,,,,,ORD_001494,,,,,
,,,,,,,,ORD_001495,,,,,
,,,,,,,,ORD_001496,,,,,
,,,,,,,,ORD_001497,,,,,
,,,,,,,,ORD_001498,,,,,
,,,,,,,,ORD_001499,,,,,
,,,,,,,,ORD_001500,,,,,
,,,,,,,,ORD_001501,,,,,
,,,,,,,,ORD_001502,,,,,
,,,,,,,,ORD_001503,,,,,
,,,,,,,,ORD_001504,,,,,
,,,,,,,,ORD_001505,,,,,
,,,,,,,,ORD_001506,,,,,
,,,,,,,,ORD_001507,,,,,
,,,,,,,,ORD_001508,,,,,
,,,,,,,,ORD_001509,,,,,
,,,,,,,,ORD_001510,,,,,
,,,,,,,,ORD_001511,,,,,
,,,,,,,,ORD_001512,,,,,
,,,,,,,,ORD_001513,,,,,
,,,,,,,,ORD_001514,,,,,
,,,,,,,,ORD_001515,,,,,
,,,,,,,,ORD_001516,,,,,
,,,,,,,,ORD_001517,,,,,
,,,,,,,,ORD_001518,,,,,
,,,,,,,,ORD_001519,,,,,
,,,,,,,,ORD_001520,,,,,
,,,,,,,,ORD_001521,,,,,
,,,,,,,,ORD_001522,,,,,
,,,,,,,,ORD_001523,,,,,
,,,,,,,,ORD_001524,,,,,
,,,,,,,,ORD_001525,,,,,
,,,,,,,,ORD_001526,,,,,
,,,,,,,,ORD_001527,,,,,
,,,,,,,,ORD_001528,,,,,
,,,,,,,,ORD_001529,,,,,
,,,,,,,,ORD_001530,,,,,
,,,,,,,,ORD_001531,,,,,
,,,,,,,,ORD_001532,,,,,
,,,,,,,,ORD_001533,,,,,
,,,,,,,,ORD_001534,,,,,
,,,,,,,,ORD_001535,,,,,
,,,,,,,,ORD_001536,,,,,
,,,,,,,,ORD_001537,,,,,
,,,,,,,,ORD_001538,,,,,
,,,,,,,,ORD_001539,,,,,
,,,,,,,,ORD_001540,,,,,
,,,,,,,,ORD_001541,,,,,
,,,,,,,,ORD_001542,,,,,
,,,,,,,,ORD_001543,,,,,
,,,,,,,,ORD_001544,,,,,
,,,,,,,,ORD_001545,,,,,
,,,,,,,,ORD_001546,,,,,
,,,,,,,,ORD_001547,,,,,
,,,,,,,,ORD_001548,,,,,
,,,,,,,,ORD_001549,,,,,
,,,,,,,,ORD_001550,,,,,
,,,,,,,,ORD_001551,,,,,
,,,,,,,,ORD_001552,,,,,
,,,,,,,,ORD_001553,,,,,
,,,,,,,,ORD_001554,,,,,
,,,,,,,,ORD_001555,,,,,
,,,,,,,,ORD_001556,,,,,
,,,,,,,,ORD_001557,,,,,
,,,,,,,,ORD_001558,,,,,
,,,,,,,,ORD_001559,,,,,
,,,,,,,,ORD_001560,,,,,
,,,,,,,,ORD_001561,,,,,
,,,,,,,,ORD_001562,,,,,
,,,,,,,,ORD_001563,,,,,
,,,,,,,,ORD_001564,,,,,
,,,,,,,,ORD_001565,,,,,
,,,,,,,,ORD_001566,,,,,
,,,,,,,,ORD_001567,,,,,
,,,,,,,,ORD_001568,,,,,
,,,,,,,,ORD_001569,,,,,
,,,,,,,,ORD_001570,,,,,
,,,,,,,,ORD_001571,,,,,
,,,,,,,,ORD_001572,,,,,
,,,,,,,,ORD_001573,,,,,
,,,,,,,,ORD_001574,,,,,
,,,,,,,,ORD_001575,,,,,
,,,,,,,,ORD_001576,,,,,
,,,,,,,,ORD_001577,,,,,
,,,,,,,,ORD_001578,,,,,
,,,,,,,,ORD_001579,,,,,
,,,,,,,,ORD_001580,,,,,
,,,,,,,,ORD_001581,,,,,
,,,,,,,,ORD_001582,,,,,
,,,,,,,,ORD_001583,,,,,
,,,,,,,,ORD_001584,,,,,
,,,,,,,,ORD_001585,,,,,
,,,,,,,,ORD_001586,,,,,
,,,,,,,,ORD_001587,,,,,
,,,,,,,,ORD_001588,,,,,
,,,,,,,,ORD_001589,,,,,
,,,,,,,,ORD_001590,,,,,
,,,,,,,,ORD_001591,,,,,
,,,,,,,,ORD_001592,,,,,
,,,,,,,,ORD_001593,,,,,
,,,,,,,,ORD_001594,,,,,
,,,,,,,,ORD_001595,,,,,
,,,,,,,,ORD_001596,,,,,
,,,,,,,,ORD_001597,,,,,
,,,,,,,,ORD_001598,,,,,
,,,,,,,,ORD_001599,,,,,
,,,,,,,,ORD_001600,,,,,
,,,,,,,,ORD_001601,,,,,
,,,,,,,,ORD_001602,,,,,
,,,,,,,,ORD_001603,,,,,
,,,,,,,,ORD_001604,,,,,
,,,,,,,,ORD_001605,,,,,
,,,,,,,,ORD_001606,,,,,
,,,,,,,,ORD_001607,,,,,
,,,,,,,,ORD_001608,,,,,
,,,,,,,,ORD_001609,,,,,
,,,,,,,,ORD_001610,,,,,
,,,,,,,,ORD_001611,,,,,
,,,,,,,,ORD_001612,,,,,
,,,,,,,,ORD_001613,,,,,
,,,,,,,,ORD_001614,,,,,
,,,,,,,,ORD_001615,,,,,
,,,,,,,,ORD_001616,,,,,
,,,,,,,,ORD_001617,,,,,
,,,,,,,,ORD_001618,,,,,
,,,,,,,,ORD_001619,,,,,
,,,,,,,,ORD_001620,,,,,
,,,,,,,,ORD_001621,,,,,
,,,,,,,,ORD_001622,,,,,
,,,,,,,,ORD_001623,,,,,
,,,,,,,,ORD_001624,,,,,
,,,,,,,,ORD_001625,,,,,
,,,,,,,,ORD_001626,,,,,
,,,,,,,,ORD_001627,,,,,
,,,,,,,,ORD_001628,,,,,
,,,,,,,,ORD_001629,,,,,
,,,,,,,,ORD_001630,,,,,
,,,,,,,,ORD_001631,,,,,
,,,,,,,,ORD_001632,,,,,
,,,,,,,,ORD_001633,,,,,
,,,,,,,,ORD_001634,,,,,
,,,,,,,,ORD_001635,,,,,
,,,,,,,,ORD_001636,,,,,
,,,,,,,,ORD_001637,,,,,
,,,,,,,,ORD_001638,,,,,
,,,,,,,,ORD_001639,,,,,
,,,,,,,,ORD_001640,,,,,
,,,,,,,,ORD_001641,,,,,
,,,,,,,,ORD_001642,,,,,
,,,,,,,,ORD_001643,,,,,
,,,,,,,,ORD_001644,,,,,
,,,,,,,,ORD_001645,,,,,
,,,,,,,,ORD_001646,,,,,
,,,,,,,,ORD_001647,,,,,
,,,,,,,,ORD_001648,,,,,
,,,,,,,,ORD_001649,,,,,
,,,,,,,,ORD_001650,,,,,
,,,,,,,,ORD_001651,,,,,
,,,,,,,,ORD_001652,,,,,
,,,,,,,,ORD_001653,,,,,
,,,,,,,,ORD_001654,,,,,
,,,,,,,,ORD_001655,,,,,
,,,,,,,,ORD_001656,,,,,
,,,,,,,,ORD_001657,,,,,
,,,,,,,,ORD_001658,,,,,
,,,,,,,,ORD_001659,,,,,
,,,,,,,,ORD_001660,,,,,
,,,,,,,,ORD_001661,,,,,
,,,,,,,,ORD_001662,,,,,
,,,,,,,,ORD_001663,,,,,
,,,,,,,,ORD_001664,,,,,
,,,,,,,,ORD_001665,,,,,
,,,,,,,,ORD_001666,,,,,
,,,,,,,,ORD_001667,,,,,
,,,,,,,,ORD_001668,,,,,
,,,,,,,,ORD_001669,,,,,
,,,,,,,,ORD_001670,,,,,
,,,,,,,,ORD_001671,,,,,
,,,,,,,,ORD_001672,,,,,
,,,,,,,,ORD_001673,,,,,
,,,,,,,,ORD_001674,,,,,
,,,,,,,,ORD_001675,,,,,
,,,,,,,,ORD_001676,,,,,
,,,,,,,,ORD_001677,,,,,
,,,,,,,,ORD_001678,,,,,
,,,,,,,,ORD_001679,,,,,
,,,,,,,,ORD_001680,,,,,
,,,,,,,,ORD_001681,,,,,
,,,,,,,,ORD_001682,,,,,
,,,,,,,,ORD_001683,,,,,
,,,,,,,,ORD_001684,,,,,
,,,,,,,,ORD_001685,,,,,
,,,,,,,,ORD_001686,,,,,
,,,,,,,,ORD_001687,,,,,
,,,,,,,,ORD_001688,,,,,
,,,,,,,,ORD_001689,,,,,
,,,,,,,,ORD_001690,,,,,
,,,,,,,,ORD_001691,,,,,
,,,,,,,,ORD_001692,,,,,
,,,,,,,,ORD_001693,,,,,
,,,,,,,,ORD_001694,,,,,
,,,,,,,,ORD_001695,,,,,
,,,,,,,,ORD_001696,,,,,
,,,,,,,,ORD_001697,,,,,
,,,,,,,,ORD_001698,,,,,
,,,,,,,,ORD_001699,,,,,
,,,,,,,,ORD_001700,,,,,
,,,,,,,,ORD_001701,,,,,
,,,,,,,,ORD_001702,,,,,
,,,,,,,,ORD_001703,,,,,
,,,,,,,,ORD_001704,,,,,
,,,,,,,,ORD_001705,,,,,
,,,,,,,,ORD_001706,,,,,
,,,,,,,,ORD_001707,,,,,
,,,,,,,,ORD_001708,,,,,
,,,,,,,,ORD_001709,,,,,
,,,,,,,,ORD_001710,,,,,
,,,,,,,,ORD_001711,,,,,
,,,,,,,,ORD_001712,,,,,
,,,,,,,,ORD_001713,,,,,
,,,,,,,,ORD_001714,,,,,
,,,,,,,,ORD_001715,,,,,
,,,,,,,,ORD_001716,,,,,
,,,,,,,,ORD_001717,,,,,
,,,,,,,,ORD_001718,,,,,
,,,,,,,,ORD_001719,,,,,
,,,,,,,,ORD_001720,,,,,
,,,,,,,,ORD_001721,,,,,
,,,,,,,,ORD_001722,,,,,
,,,,,,,,ORD_001723,,,,,
,,,,,,,,ORD_001724,,,,,
,,,,,,,,ORD_001725,,,,,
,,,,,,,,ORD_001726,,,,,
,,,,,,,,ORD_001727,,,,,
,,,,,,,,ORD_001728,,,,,
,,,,,,,,ORD_001729,,,,,
,,,,,,,,ORD_001730,,,,,
,,,,,,,,ORD_001731,,,,,
,,,,,,,,ORD_001732,,,,,
,,,,,,,,ORD_001733,,,,,
,,,,,,,,ORD_001734,,,,,
,,,,,,,,ORD_001735,,,,,
,,,,,,,,ORD_001736,,,,,
,,,,,,,,ORD_001737,,,,,
,,,,,,,,ORD_001738,,,,,
,,,,,,,,ORD_001739,,,,,
,,,,,,,,ORD_001740,,,,,
,,,,,,,,ORD_001741,,,,,
,,,,,,,,ORD_001742,,,,,
,,,,,,,,ORD_001743,,,,,
,,,,,,,,ORD_001744,,,,,
,,,,,,,,ORD_001745,,,,,
,,,,,,,,ORD_001746,,,,,
,,,,,,,,ORD_001747,,,,,
,,,,,,,,ORD_001748,,,,,
,,,,,,,,ORD_001749,,,,,
,,,,,,,,ORD_001750,,,,,
,,,,,,,,ORD_001751,,,,,
,,,,,,,,ORD_001752,,,,,
,,,,,,,,ORD_001753,,,,,
,,,,,,,,ORD_001754,,,,,
,,,,,,,,ORD_001755,,,,,
,,,,,,,,ORD_001756,,,,,
,,,,,,,,ORD_001757,,,,,
,,,,,,,,ORD_001758,,,,,
,,,,,,,,ORD_001759,,,,,
,,,,,,,,ORD_001760,,,,,
,,,,,,,,ORD_001761,,,,,
,,,,,,,,ORD_001762,,,,,
,,,,,,,,ORD_001763,,,,,
,,,,,,,,ORD_001764,,,,,
,,,,,,,,ORD_001765,,,,,
,,,,,,,,ORD_001766,,,,,
,,,,,,,,ORD_001767,,,,,
,,,,,,,,ORD_001768,,,,,
,,,,,,,,ORD_001769,,,,,
,,,,,,,,ORD_001770,,,,,
,,,,,,,,ORD_001771,,,,,
,,,,,,,,ORD_001772,,,,,
,,,,,,,,ORD_001773,,,,,
,,,,,,,,ORD_001774,,,,,
,,,,,,,,ORD_001775,,,,,
,,,,,,,,ORD_001776,,,,,
,,,,,,,,ORD_001777,,,,,
,,,,,,,,ORD_001778,,,,,
,,,,,,,,ORD_001779,,,,,
,,,,,,,,ORD_001780,,,,,
,,,,,,,,ORD_001781,,,,,
,,,,,,,,ORD_001782,,,,,
,,,,,,,,ORD_001783,,,,,
,,,,,,,,ORD_001784,,,,,
,,,,,,,,ORD_001785,,,,,
,,,,,,,,ORD_001786,,,,,
,,,,,,,,ORD_001787,,,,,
,,,,,,,,ORD_001788,,,,,
,,,,,,,,ORD_001789,,,,,
,,,,,,,,ORD_001790,,,,,
,,,,,,,,ORD_001791,,,,,
,,,,,,,,ORD_001792,,,,,
,,,,,,,,ORD_001793,,,,,
,,,,,,,,ORD_001794,,,,,
,,,,,,,,ORD_001795,,,,,
,,,,,,,,ORD_001796,,,,,
,,,,,,,,ORD_001797,,,,,
,,,,,,,,ORD_001798,,,,,
,,,,,,,,ORD_001799,,,,,
,,,,,,,,ORD_001800,,,,,
,,,,,,,,ORD_001801,,,,,
,,,,,,,,ORD_001802,,,,,
,,,,,,,,ORD_001803,,,,,
,,,,,,,,ORD_001804,,,,,
,,,,,,,,ORD_001805,,,,,
,,,,,,,,ORD_001806,,,,,
,,,,,,,,ORD_001807,,,,,
,,,,,,,,ORD_001808,,,,,
,,,,,,,,ORD_001809,,,,,
,,,,,,,,ORD_001810,,,,,
,,,,,,,,ORD_001811,,,,,
,,,,,,,,ORD_001812,,,,,
,,,,,,,,ORD_001813,,,,,
,,,,,,,,ORD_001814,,,,,
,,,,,,,,ORD_001815,,,,,
,,,,,,,,ORD_001816,,,,,
,,,,,,,,ORD_001817,,,,,
,,,,,,,,ORD_001818,,,,,
,,,,,,,,ORD_001819,,,,,
,,,,,,,,ORD_001820,,,,,
,,,,,,,,ORD_001821,,,,,
,,,,,,,,ORD_001822,,,,,
,,,,,,,,ORD_001823,,,,,
,,,,,,,,ORD_001824,,,,,
,,,,,,,,ORD_001825,,,,,
,,,,,,,,ORD_001826,,,,,
,,,,,,,,ORD_001827,,,,,
,,,,,,,,ORD_001828,,,,,
,,,,,,,,ORD_001829,,,,,
,,,,,,,,ORD_001830,,,,,
,,,,,,,,ORD_001831,,,,,
,,,,,,,,ORD_001832,,,,,
,,,,,,,,ORD_001833,,,,,
,,,,,,,,ORD_001834,,,,,
,,,,,,,,ORD_001835,,,,,
,,,,,,,,ORD_001836,,,,,
,,,,,,,,ORD_001837,,,,,
,,,,,,,,ORD_001838,,,,,
,,,,,,,,ORD_001839,,,,,
,,,,,,,,ORD_001840,,,,,
,,,,,,,,ORD_001841,,,,,
,,,,,,,,ORD_001842,,,,,
,,,,,,,,ORD_001843,,,,,
,,,,,,,,ORD_001844,,,,,
,,,,,,,,ORD_001845,,,,,
,,,,,,,,ORD_001846,,,,,
,,,,,,,,ORD_001847,,,,,
,,,,,,,,ORD_001848,,,,,
,,,,,,,,ORD_001849,,,,,
,,,,,,,,ORD_001850,,,,,
,,,,,,,,ORD_001851,,,,,
,,,,,,,,ORD_001852,,,,,
,,,,,,,,ORD_001853,,,,,
,,,,,,,,ORD_001854,,,,,
,,,,,,,,ORD_001855,,,,,
,,,,,,,,ORD_001856,,,,,
,,,,,,,,ORD_001857,,,,,
,,,,,,,,ORD_001858,,,,,
,,,,,,,,ORD_001859,,,,,
,,,,,,,,ORD_001860,,,,,
,,,,,,,,ORD_001861,,,,,
,,,,,,,,ORD_001862,,,,,
,,,,,,,,ORD_001863,,,,,
,,,,,,,,ORD_001864,,,,,
,,,,,,,,ORD_001865,,,,,
,,,,,,,,ORD_001866,,,,,
,,,,,,,,ORD_001867,,,,,
,,,,,,,,ORD_001868,,,,,
,,,,,,,,ORD_001869,,,,,
,,,,,,,,ORD_001870,,,,,
,,,,,,,,ORD_001871,,,,,
,,,,,,,,ORD_001872,,,,,
,,,,,,,,ORD_001873,,,,,
,,,,,,,,ORD_001874,,,,,
,,,,,,,,ORD_001875,,,,,
,,,,,,,,ORD_001876,,,,,
,,,,,,,,ORD_001877,,,,,
,,,,,,,,ORD_001878,,,,,
,,,,,,,,ORD_001879,,,,,
,,,,,,,,ORD_001880,,,,,
,,,,,,,,ORD_001881,,,,,
,,,,,,,,ORD_001882,,,,,
,,,,,,,,ORD_001883,,,,,
,,,,,,,,ORD_001884,,,,,
,,,,,,,,ORD_001885,,,,,
,,,,,,,,ORD_001886,,,,,
,,,,,,,,ORD_001887,,,,,
,,,,,,,,ORD_001888,,,,,
,,,,,,,,ORD_001889,,,,,
,,,,,,,,ORD_001890,,,,,
,,,,,,,,ORD_001891,,,,,
,,,,,,,,ORD_001892,,,,,
,,,,,,,,ORD_001893,,,,,
,,,,,,,,ORD_001894,,,,,
,,,,,,,,ORD_001895,,,,,
,,,,,,,,ORD_001896,,,,,
,,,,,,,,ORD_001897,,,,,
,,,,,,,,ORD_001898,,,,,
,,,,,,,,ORD_001899,,,,,
,,,,,,,,ORD_001900,,,,,
,,,,,,,,ORD_001901,,,,,
,,,,,,,,ORD_001902,,,,,
,,,,,,,,ORD_001903,,,,,
,,,,,,,,ORD_001904,,,,,
,,,,,,,,ORD_001905,,,,,
,,,,,,,,ORD_001906,,,,,
,,,,,,,,ORD_001907,,,,,
,,,,,,,,ORD_001908,,,,,
,,,,,,,,ORD_001909,,,,,
,,,,,,,,ORD_001910,,,,,
,,,,,,,,ORD_001911,,,,,
,,,,,,,,ORD_001912,,,,,
,,,,,,,,ORD_001913,,,,,
,,,,,,,,ORD_001914,,,,,
,,,,,,,,ORD_001915,,,,,
,,,,,,,,ORD_001916,,,,,
,,,,,,,,ORD_001917,,,,,
,,,,,,,,ORD_001918,,,,,
,,,,,,,,ORD_001919,,,,,
,,,,,,,,ORD_001920,,,,,
,,,,,,,,ORD_001921,,,,,
,,,,,,,,ORD_001922,,,,,
,,,,,,,,ORD_001923,,,,,
,,,,,,,,ORD_001924,,,,,
,,,,,,,,ORD_001925,,,,,
,,,,,,,,ORD_001926,,,,,
,,,,,,,,ORD_001927,,,,,
,,,,,,,,ORD_001928,,,,,
,,,,,,,,ORD_001929,,,,,
,,,,,,,,ORD_001930,,,,,
,,,,,,,,ORD_001931,,,,,
,,,,,,,,ORD_001932,,,,,
,,,,,,,,ORD_001933,,,,,
,,,,,,,,ORD_001934,,,,,
,,,,,,,,ORD_001935,,,,,
,,,,,,,,ORD_001936,,,,,
,,,,,,,,ORD_001937,,,,,
,,,,,,,,ORD_001938,,,,,
,,,,,,,,ORD_001939,,,,,
,,,,,,,,ORD_001940,,,,,
,,,,,,,,ORD_001941,,,,,
,,,,,,,,ORD_001942,,,,,
,,,,,,,,ORD_001943,,,,,
,,,,,,,,ORD_001944,,,,,
,,,,,,,,ORD_001945,,,,,
,,,,,,,,ORD_001946,,,,,
,,,,,,,,ORD_001947,,,,,
,,,,,,,,ORD_001948,,,,,
,,,,,,,,ORD_001949,,,,,
,,,,,,,,ORD_001950,,,,,
,,,,,,,,ORD_001951,,,,,
,,,,,,,,ORD_001952,,,,,
,,,,,,,,ORD_001953,,,,,
,,,,,,,,ORD_001954,,,,,
,,,,,,,,ORD_001955,,,,,
,,,,,,,,ORD_001956,,,,,
,,,,,,,,ORD_001957,,,,,
,,,,,,,,ORD_001958,,,,,
,,,,,,,,ORD_001959,,,,,
,,,,,,,,ORD_001960,,,,,
,,,,,,,,ORD_001961,,,,,
,,,,,,,,ORD_001962,,,,,
,,,,,,,,ORD_001963,,,,,
,,,,,,,,ORD_001964,,,,,
,,,,,,,,ORD_001965,,,,,
,,,,,,,,ORD_001966,,,,,
,,,,,,,,ORD_001967,,,,,
,,,,,,,,ORD_001968,,,,,
,,,,,,,,ORD_001969,,,,,
,,,,,,,,ORD_001970,,,,,
,,,,,,,,ORD_001971,,,,,
,,,,,,,,ORD_001972,,,,,
,,,,,,,,ORD_001973,,,,,
,,,,,,,,ORD_001974,,,,,
,,,,,,,,ORD_001975,,,,,
,,,,,,,,ORD_001976,,,,,
,,,,,,,,ORD_001977,,,,,
,,,,,,,,ORD_001978,,,,,
,,,,,,,,ORD_001979,,,,,
,,,,,,,,ORD_001980,,,,,
,,,,,,,,ORD_001981,,,,,
,,,,,,,,ORD_001982,,,,,
,,,,,,,,ORD_001983,,,,,
,,,,,,,,ORD_001984,,,,,
,,,,,,,,ORD_001985,,,,,
,,,,,,,,ORD_001986,,,,,
,,,,,,,,ORD_001987,,,,,
,,,,,,,,ORD_001988,,,,,
,,,,,,,,ORD_001989,,,,,
,,,,,,,,ORD_001990,,,,,
,,,,,,,,ORD_001991,,,,,
,,,,,,,,ORD_001992,,,,,
,,,,,,,,ORD_001993,,,,,
,,,,,,,,ORD_001994,,,,,
,,,,,,,,ORD_001995,,,,,
,,,,,,,,ORD_001996,,,,,
,,,,,,,,ORD_001997,,,,,
,,,,,,,,ORD_001998,,,,,
,,,,,,,,ORD_001999,,,,,
,,,,,,,,ORD_002000,,,,,
,,,,,,,,ORD_002001,,,,,
,,,,,,,,ORD_002002,,,,,
,,,,,,,,ORD_002003,,,,,
,,,,,,,,ORD_002004,,,,,
,,,,,,,,ORD_002005,,,,,
,,,,,,,,ORD_002006,,,,,
,,,,,,,,ORD_002007,,,,,
,,,,,,,,ORD_002008,,,,,
,,,,,,,,ORD_002009,,,,,
,,,,,,,,ORD_002010,,,,,
,,,,,,,,ORD_002011,,,,,
,,,,,,,,ORD_002012,,,,,
,,,,,,,,ORD_002013,,,,,
,,,,,,,,ORD_002014,,,,,
,,,,,,,,ORD_002015,,,,,
,,,,,,,,ORD_002016,,,,,
,,,,,,,,ORD_002017,,,,,
,,,,,,,,ORD_002018,,,,,
,,,,,,,,ORD_002019,,,,,
,,,,,,,,ORD_002020,,,,,
,,,,,,,,ORD_002021,,,,,
,,,,,,,,ORD_002022,,,,,
,,,,,,,,ORD_002023,,,,,
,,,,,,,,ORD_002024,,,,,
,,,,,,,,ORD_002025,,,,,
,,,,,,,,ORD_002026,,,,,
,,,,,,,,ORD_002027,,,,,
,,,,,,,,ORD_002028,,,,,
,,,,,,,,ORD_002029,,,,,
,,,,,,,,ORD_002030,,,,,
,,,,,,,,ORD_002031,,,,,
,,,,,,,,ORD_002032,,,,,
,,,,,,,,ORD_002033,,,,,
,,,,,,,,ORD_002034,,,,,
,,,,,,,,ORD_002035,,,,,
,,,,,,,,ORD_002036,,,,,
,,,,,,,,ORD_002037,,,,,
,,,,,,,,ORD_002038,,,,,
,,,,,,,,ORD_002039,,,,,
,,,,,,,,ORD_002040,,,,,
,,,,,,,,ORD_002041,,,,,
,,,,,,,,ORD_002042,,,,,
,,,,,,,,ORD_002043,,,,,
,,,,,,,,ORD_002044,,,,,
,,,,,,,,ORD_002045,,,,,
,,,,,,,,ORD_002046,,,,,
,,,,,,,,ORD_002047,,,,,
,,,,,,,,ORD_002048,,,,,
,,,,,,,,ORD_002049,,,,,
,,,,,,,,ORD_002050,,,,,
,,,,,,,,ORD_002051,,,,,
,,,,,,,,ORD_002052,,,,,
,,,,,,,,ORD_002053,,,,,
,,,,,,,,ORD_002054,,,,,
,,,,,,,,ORD_002055,,,,,
,,,,,,,,ORD_002056,,,,,
